name,environment,unique,alt_sort,short_desc,long_desc,sources
Quipper Swarm,aquatic,,Quipper Swarm,,,"Basic Rules v1: 46, Monster Manual: 338, SRD 5.1: 390"
Qwyllion,,,Qwyllion,,,Tome of Beasts: 316
Rakshasa,"planar, urban",,Rakshasa,,,"Monster Manual: 257, SRD 5.1: 341"
Ramag,,,Ramag,,,Tome of Beasts: 317
Rat,"arctic, cave, coast, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Rat,,,"Basic Rules v1: 41, Monster Manual: 335, Player's Handbook: 309, SRD 5.1: 387"
Rat King,,,Rat King,,,Tome of Beasts: 318
Rat Swarm,"cave, dungeon, forest, grassland, ruins, swamp, urban",,Rat Swarm,,,"Basic Rules v1: 46, HotDQ supplement: 19, Monster Manual: 339, SRD 5.1: 390"
Ratatosk,,,Ratatosk,,,Tome of Beasts: 319
Ratfolk,,,Ratfolk,,,Tome of Beasts: 320
Ratfolk Rogue,,,Ratfolk Rogue,,,"Tome of Beasts: 320, Tome of Beasts: 424"
Raven,"forest, grassland",,Raven,,,"Basic Rules v1: 42, Monster Manual: 335, Player's Handbook: 309, SRD 5.1: 387"
Raven Swarm,"forest, grassland, mountain, ruins, urban",,Raven Swarm,,,"Basic Rules v1: 46, Monster Manual: 339, SRD 5.1: 391"
Ravenala,,,Ravenala,,,Tome of Beasts: 321
Ravenfolk Doom Croaker,,,Ravenfolk Doom Croaker,,,Tome of Beasts: 324
Ravenfolk Scout,,,Ravenfolk Scout,,,Tome of Beasts: 322
Ravenfolk Warrior,,,Ravenfolk Warrior,,,Tome of Beasts: 323
Red Dragon Wyrmling,mountain,,Dragon Chromatic Red 4Wyrmling,,,"Monster Manual: 98, SRD 5.1: 288"
Red Hag,,,Hag Red,,,Tome of Beasts: 244
Red-Banded Line Spider,,,Spider Red-Banded Line,,,Tome of Beasts: 363
Reef Shark,aquatic,,Shark Reef,"Smaller than giant sharks and hunter sharks, **reef sharks** inhabit shallow waters and coral reefs, gathering in small packs to hunt. A full-grown specimen measures 6 to 10 feet long.",,"Basic Rules v1: 42, Monster Manual: 336, Player's Handbook: 309, SRD 5.1: 387"
Remorhaz,arctic,,Remorhaz,,,"Monster Manual: 258, SRD 5.1: 341"
Rhinoceros,grassland,,Rhinoceros,,,"Basic Rules v1: 42, Monster Manual: 336, SRD 5.1: 388"
Riding Horse,urban,,Horse Riding,,,"Basic Rules v1: 42, Monster Manual: 336, Player's Handbook: 310, SRD 5.1: 388"
Rift Swine,,,Rift Swine,,,Tome of Beasts: 326
Rime Worm Grub,,,Rime Worm Grub,,,Tome of Beasts: 327
Risen Reaver,,,Risen Reaver,,,Tome of Beasts: 328
Roachling Lord,,,Roachling Lord,,,Tome of Beasts: 329
Roachling Skirmisher,,,Roachling Skirmisher,,,Tome of Beasts: 329
Roc,"coast, desert, mountain",,Roc,,,"Monster Manual: 260, SRD 5.1: 342"
Roper,"cave, underground",,Roper,,,"HotDQ supplement: 15, Monster Manual: 261, Princes of the Apocalypse Online Supplement v1.0: 30, SRD 5.1: 342"
Rotting Wind,,,Rotting Wind,,,Tome of Beasts: 330
Rubezahl,,,Demon Rubezahl,,,Tome of Beasts: 80
Rug of Smothering,"dungeon, ruins, urban",,Animated Rug Of Smothering,,,"HotDQ supplement: 16, Monster Manual: 20, SRD 5.1: 264"
Rum Gremlin,,,Gremlin Rum,,,Tome of Beasts: 239
Rusalka,,,Rusalka,,,Tome of Beasts: 331
Rust Drake,,,Drake Rust,,,Tome of Beasts: 155
Rust Monster,"dungeon, underground",,Rust Monster,,,"Monster Manual: 262, Princes of the Apocalypse Online Supplement v1.0: 30, SRD 5.1: 343"
Saber-Toothed Tiger,"forest, grassland",,Tiger Saber-Toothed,,,"Basic Rules v1: 43, Monster Manual: 336, SRD 5.1: 388"
Sahuagin,"aquatic, coast",,Sahuagin,,,"Monster Manual: 263, SRD 5.1: 343"
Salamander,"forest, planar",,Salamander,,,"Monster Manual: 266, Princes of the Apocalypse Online Supplement v1.0: 30, SRD 5.1: 344"
Salt Devil,,,Devil Salt,,,Tome of Beasts: 113
Salt Golem,,,Golem Salt,,,Tome of Beasts: 235
Sand Hag,,,Hag Sand,,,Tome of Beasts: 245
Sand Silhouette,,,Sand Silhouette,,,Tome of Beasts: 332
Sand Spider,,,Spider Sand,,,Tome of Beasts: 364
Sandman,,,Sandman,,,Tome of Beasts: 333
Sandwyrm,,,Sandwyrm,,,Tome of Beasts: 334
Sap Demon,,,Demon Sap,,,Tome of Beasts: 335
"Sarastra, Queen of Night and Magic",,unique,Fey 1Lord Queen of Night,,,Tome of Beasts: 192
Sarcophagus Slime,,,Slime Sarcophagus,,,Tome of Beasts: 336
Sathaq Worm,,,Worm Sathaq,,,Tome of Beasts: 337
Satyr,"forest, grassland, urban",,Satyr,,,"Basic Rules v1: 43, Monster Manual: 267, SRD 5.1: 344"
Savager,,,Savager,,,Tome of Beasts: 338
Scheznyki,,,Scheznyki,,,Tome of Beasts: 339
Scorpion,"cave, desert, grassland, mountain, swamp",,Scorpion,,,"Basic Rules v1: 43, Monster Manual: 337, SRD 5.1: 388"
Scorpion Cultist,,,Scorpion Cultist,,,Tome of Beasts: 425
Scout,"arctic, coast, desert, forest, grassland, mountain, swamp",,Scout,"**Scouts** are skilled hunters and trackers who offer their services for a fee. Most hunt wild game, but a few work as bounty hunters, serve as guides, or provide military reconnaissance.",,"HotDQ supplement: 16, Monster Manual: 349, Princes of the Apocalypse Online Supplement v1.0: 31, SRD 5.1: 401"
Sea Dragon Wyrmling,,,Dragon Other Sea 4Wyrmling,,,Tome of Beasts: 136
Sea Hag,"aquatic, coast, underground",,Hag Sea,,,"Monster Manual: 179, Princes of the Apocalypse Online Supplement v1.0: 31, SRD 5.1: 320"
Sea Horse,aquatic,,Sea Horse,,,"Basic Rules v1: 43, Monster Manual: 337, SRD 5.1: 389"
Selang,,,Selang,,,Tome of Beasts: 341
Serpopard,,,Serpopard,,,Tome of Beasts: 342
Shabti,,,Shabti,,,Tome of Beasts: 343
Shadhavar,,,Shadhavar,,,Tome of Beasts: 344
Shadow,"dungeon, ruins, swamp, urban",,Shadow,,,"Monster Manual: 269, Princes of the Apocalypse Online Supplement v1.0: 31, SRD 5.1: 344"
Shadow Beast,,,Shadow Beast,,,Tome of Beasts: 345
Shadow Fey,,,Shadow Fey,,,Tome of Beasts: 171
Shadow Fey Duelist,,,Shadow Fey Duelist,,,Tome of Beasts: 171
Shadow Fey Enchantress,,,Shadow Fey Enchantress,,,Tome of Beasts: 172
Shadow Fey Forest Hunter,,,Shadow Fey Forest Hunter,,,Tome of Beasts: 173
Shadow Fey Guardian,,,Shadow Fey Guardian,,,Tome of Beasts: 174
Shambling Mound,"forest, swamp",,Shambling Mound,,,"HotDQ supplement: 16, Monster Manual: 270, SRD 5.1: 345"
Sharkjaw Skeleton,,,Skeleton Sharkjaw,,,Tome of Beasts: 350
Shellycoat,,,Shellycoat,,,Tome of Beasts: 346
Shield Guardian,"dungeon, ruins, urban",,Shield Guardian,,,"Monster Manual: 271, Princes of the Apocalypse Online Supplement v1.0: 32, SRD 5.1: 345"
Shoggoth,,,Shoggoth,,,Tome of Beasts: 347
Shrieker,"cave, dungeon, swamp",,Fungus Shreiker,,,"Monster Manual: 138, SRD 5.1: 309"
Shroud,,,Shroud,,,Tome of Beasts: 348
Silver Dragon Wyrmling,"arctic, mountain",,Dragon Metallic Silver 4Wyrmling,,,"Monster Manual: 118, SRD 5.1: 303"
Skein Witch,,,Witch Skein,,,Tome of Beasts: 349
Skeleton,"dungeon, ruins, urban",,Skeleton,"Assemblages of bones animated by dark magic, **skeletons** heed the summons of those who create them or rise of their own accord in places saturated with deathly magic.",,"Basic Rules v1: 43, Monster Manual: 272, Player's Handbook: 310, SRD 5.1: 346"
Skin Bat,,,Bat Skin,,,Tome of Beasts: 87
Skitterhaunt,,,Skitterhaunt,,,Tome of Beasts: 352
Slow Storm,,,Slow Storm,,,Tome of Beasts: 353
Sluagh Swarm,,,Sluagh Swarm,,,Tome of Beasts: 376
Smaragdine Golem,,,Golem Smaragdine,,,Tome of Beasts: 236
Solar,planar,,Angel Solar,,,"Monster Manual: 18, SRD 5.1: 262"
Son of Fenris,,,Son of Fenris,,,Tome of Beasts: 355
Soul Eater,,,Soul Eater,,,Tome of Beasts: 356
Spark,,,Spark,,,Tome of Beasts: 357
Spawn of Akyishigal,,,Demon 1Lord Akyishigal Spawn,,,Tome of Beasts: 83
Spawn of Arbeyach,,,Devil 1Arch Arbeyach Spawn,,,Tome of Beasts: 97
Specter,"dungeon, ruins, urban",,Specter,,,"HotDQ supplement: 17, Monster Manual: 279, Princes of the Apocalypse Online Supplement v1.0: 33, SRD 5.1: 346"
Spectral Guardian,,,Spectral Guardian,,,Tome of Beasts: 358
Spider,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",,Spider,,,"Basic Rules v1: 44, Monster Manual: 337, SRD 5.1: 389"
Spider of Leng,,,Spider of Leng,,,Tome of Beasts: 365
Spider Thief,,,Spider Thief,,,Tome of Beasts: 366
Spinosaurus,,,Dinosaur Spinosaurus,,,Tome of Beasts: 116
Spire Walker,,,Spire Walker,,,Tome of Beasts: 367
Spirit Naga,"cave, dungeon, ruins, underground",,Naga Spirit,,,"Monster Manual: 234, SRD 5.1: 335"
Sprite,"forest, grassland, swamp",,Sprite,,,"Monster Manual: 283, Player's Handbook: 310, Princes of the Apocalypse Online Supplement v1.0: 33, SRD 5.1: 348"
Spy,"arctic, cave, coast, desert, forest, grassland, mountain, ruins, swamp, urban",,Spy,"Rulers, nobles, merchants, guildmasters, and other wealthy individuals use **spies** to gain the upper hand in a world of cutthroat politics. A spy is trained to secretly gather information. Loyal spies would rather die than divulge information that could compromise them or their employers.",,"HotDQ supplement: 17, Monster Manual: 349, Princes of the Apocalypse Online Supplement v1.0: 33, SRD 5.1: 402"
Star Drake,,,Drake Star,,,Tome of Beasts: 156
Star-Spawn of Cthulhu,,,Star-Spawn of Cthulhu,,,Tome of Beasts: 368
Steam Golem,,,Golem Steam,,,Tome of Beasts: 237
Steam Mephit,"dungeon, planar, urban",,Mephit Steam,,,"Monster Manual: 217, Princes of the Apocalypse Online Supplement v1.0: 34, SRD 5.1: 331"
Stirge,"forest, swamp",,Stirge,"A **stirge** is a winged pest that feeds on the blood of living creatures, drawing sustenance through its proboscis, which it uses to pierce a victim's flesh while clutching onto its prey with hooked claws.",,"Basic Rules v1: 44, HotDQ supplement: 17, Monster Manual: 284, SRD 5.1: 349"
Stone Giant,"cave, mountain, underground",,Giant Stone,,,"HotDQ supplement: 18, Monster Manual: 156, SRD 5.1: 313"
Stone Golem,"dungeon, ruins, urban",,Golem Stone,,,"Basic Rules v1: 45, HotDQ supplement: 18, Monster Manual: 170, SRD 5.1: 317"
Storm Giant,"arctic, coast, desert, mountain, planar",,Giant Storm,,,"Monster Manual: 156, SRD 5.1: 313"
Stryx,,,Stryx,,,Tome of Beasts: 369
Stuhac,,,Stuhac,,,Tome of Beasts: 370
Stygian Fat-Tailed Scorpion,,,Scorpion Stygian Fat-Tailed,,,Tome of Beasts: 340
Subek,,,Subek,,,Tome of Beasts: 371
Succubus/Incubus,"dungeon, planar, urban",,Succubus/Incubus,,,"Monster Manual: 285, SRD 5.1: 349"
Suturefly,,,Suturefly,,,Tome of Beasts: 372
Swamp Adder,,,Snake Swamp Adder,,,Tome of Beasts: 354
Tarrasque,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban",,Tarrasque,,,"Monster Manual: 286, SRD 5.1: 350"
Temple Dog,,,Temple Dog,,,Tome of Beasts: 378
Tendril Puppet,,,Vine Lord Tendril Puppet,,,Tome of Beasts: 403
Theullai,,,Theullai,,,Tome of Beasts: 379
Thug,"arctic, cave, coast, forest, grassland, urban",,Thug,**Thugs** are ruthless enforcers skilled and intimidation and violence. They work for money and have few scruples.,,"Basic Rules v1: 55, Monster Manual: 350, SRD 5.1: 402"
Thursir Giant,,,Giant Thursir,,,Tome of Beasts: 227
Tiger,"forest, grassland",,Tiger,,,"Basic Rules v1: 47, Monster Manual: 339, Player's Handbook: 311, SRD 5.1: 391"
Titanoboa,,,Snake Titanoboa,,,Tome of Beasts: 382
Tophet,,,Tophet,,,Tome of Beasts: 383
Tosculi Drone,,,Tosculi Drone,,,Tome of Beasts: 386
Tosculi Elite Bow Raider,,,Tosculi Elite Bow Raider,,,Tome of Beasts: 386
Tosculi Hive-Queen,,,Tosculi Hive-Queen,,,Tome of Beasts: 385
Tosculi Warrior,,,Tosculi Warrior,,,Tome of Beasts: 386
"Totivillus, Scribe of Hell",,unique,Devil 1Arch Totivillus,,,Tome of Beasts: 101
Treacle,,,Treacle,,,Tome of Beasts: 387
Treant,"forest, swamp",,Treant,,,"Monster Manual: 289, SRD 5.1: 351"
Tribal Warrior,"arctic, cave, desert, forest, grassland, mountain, swamp",,Tribal Warrior,"**Tribal Warriors** live beyond civilization, most often subsisting on fishing and hunting. Each tribe acts in accordance with the wishes of its chief, who is the greatest or oldest warrior of the tribe or a tribe member blessed by the gods.",,"Monster Manual: 350, Princes of the Apocalypse Online Supplement v1.0: 34, SRD 5.1: 402"
Triceratops,"grassland, mountain",,Dinosaur Triceratops,,,"Basic Rules v1: 47, Monster Manual: 80, SRD 5.1: 279"
Troll,"cave, dungeon, forest, mountain, swamp",,Troll,,,"Basic Rules v1: 47, HotDQ supplement: 19, Monster Manual: 291, SRD 5.1: 351"
Trollkin Reaver,,,Trollkin Reaver,,,Tome of Beasts: 390
Tusked Skyfish,,,Tusked Skyfish,,,Tome of Beasts: 391
Tyrannosaurus Rex,grassland,,Dinosaur Tyrannosaurus Rex,,,"Basic Rules v1: 48, Monster Manual: 80, SRD 5.1: 279"
"Ulorian, the River King",,unique,Fey 1Lord River King,,,Tome of Beasts: 196
Umbral Vampire,,,Vampire Umbral,,,Tome of Beasts: 397
Unicorn,"forest, ruins",,Unicorn,,,"Monster Manual: 294, SRD 5.1: 351"
Uraeus,,,Uraeus,,,Tome of Beasts: 392
Urochar (Strangling Watcher),,,Urochar (Strangling Watcher),,,Tome of Beasts: 393
Ushabti,,,Ushabti,,,Tome of Beasts: 394
Vaettir,,,Vaettir,,,Tome of Beasts: 395
Valkyrie,,,Valkyrie,,,Tome of Beasts: 396
Vampire,"dungeon, ruins, urban",,Vampire,,,"HotDQ supplement: 20, Monster Manual: 297, SRD 5.1: 352"
Vampire Spawn,"dungeon, ruins, urban",,Vampire Spawn,,,"HotDQ supplement: 21, Monster Manual: 298, Princes of the Apocalypse Online Supplement v1.0: 35, SRD 5.1: 354"
Vampire Warlock,,,Vampire Warlock,,,Tome of Beasts: 425
Vapor Lynx,,,Lynx Vapor,,,Tome of Beasts: 398
Venomous Mummy,,,Mummy Venemous,,,Tome of Beasts: 299
Vesiculosa,,,Vesiculosa,,,Tome of Beasts: 399
Veteran,urban,,Veteran,**Veterans** are professional fighters that take up arms for pay or toprotect something they velieve in or value. Their ranks include soldiers retired from long service and warriors who never served anyone but themselves.,,"HotDQ supplement: 21, Monster Manual: 350, Princes of the Apocalypse Online Supplement v1.0: 35, SRD 5.1: 403"
Vila,,,Vila,,,Tome of Beasts: 400
Vile Barber (Siabhra),,,Vile Barber (Siabhra),,,Tome of Beasts: 401
Vine Lord,,,Vine Lord,,,Tome of Beasts: 402
Vine Troll Skeleton,,,Skeleton Troll Vine,,,Tome of Beasts: 351
Violet Fungus,"cave, dungeon, underground",,Fungus Violet,,,"HotDQ supplement: 21, Monster Manual: 138, Princes of the Apocalypse Online Supplement v1.0: 36, SRD 5.1: 309"
Void Dragon Wyrmling,,,Dragon Other Void 4Wyrmling,,,Tome of Beasts: 140
Voidling,,,Voidling,,,Tome of Beasts: 404
Vrock,"dungeon, planar",,Demon Vrock,,,"Monster Manual: 64, Princes of the Apocalypse Online Supplement v1.0: 36, SRD 5.1: 273"
Vulture,"desert, grassland, ruins",,Vulture,,,"Basic Rules v1: 48, Monster Manual: 339, SRD 5.1: 392"
Wampus Cat,,,Cat Wampus,,,Tome of Beasts: 405
War Ostrich,,,Nkosi Ostrich War,,,Tome of Beasts: 307
Warhorse,"grassland, urban",,Horse War,A **warhorse** is a powerful horse that has been trained for battle. It is never skittish and does not stray from its commands. They can attack when appropriate but only if its rider allows. A warhorse will often wear special armor called barding. An armored warhorse has an AC based on the type of barding worn (see the *Player's Handbook* for more information on barding). ,,"Basic Rules v1: 48, Monster Manual: 340, Player's Handbook: 311, SRD 5.1: 392"
Warhorse Skeleton,"grassland, ruins",,Skeleton Horse War,,,"Monster Manual: 273, SRD 5.1: 346"
Water Elemental,"aquatic, arctic, cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",,Elemental Water,,,"Basic Rules v1: 49, Monster Manual: 125, SRD 5.1: 307"
Water Leaper,,,Water Leaper,,,Tome of Beasts: 406
Weasel,grassland,,Weasel,,,"Basic Rules v1: 49, Monster Manual: 340, SRD 5.1: 392"
Weeping Treant,,,Treant Weeping,,,Tome of Beasts: 388
Werebear,"cave, forest, mountain, urban",,Lycan Were Bear,,,"Monster Manual: 208, SRD 5.1: 326"
Wereboar,"forest, grassland, swamp, urban",,Lycan Were Boar,,,"Monster Manual: 209, Princes of the Apocalypse Online Supplement v1.0: 37, SRD 5.1: 327"
Wererat,"cave, dungeon, ruins, swamp, underground, urban",,Lycan Were Rat,,,"Monster Manual: 209, SRD 5.1: 327"
Weretiger,"forest, urban",,Lycan Were Tiger,,,"Monster Manual: 210, SRD 5.1: 328"
Werewolf,"dungeon, forest, grassland, urban",,Lycan Were Wolf,,,"Basic Rules v1: 49, Monster Manual: 211, SRD 5.1: 328"
Wharfling,,,Wharfling,,,Tome of Beasts: 407
Wharfling Swarm,,,Wharfling Swarm,,,Tome of Beasts: 407
White Ape,,,Ape White,,,Tome of Beasts: 408
White Dragon Wyrmling,"arctic, cave, underground",,Dragon Chromatic White 4Wyrmling,,,"Monster Manual: 102, SRD 5.1: 290"
Wight,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Wight,,,"Basic Rules v1: 50, Monster Manual: 300, SRD 5.1: 354"
Will-o'-Wisp,swamp,,Will-o'-Wisp,,,"HotDQ supplement: 22, Monster Manual: 301, Princes of the Apocalypse Online Supplement v1.0: 37, SRD 5.1: 355"
Wind Dragon Wyrmling,,,Dragon Other Wind 4Wyrmling,,,Tome of Beasts: 145
Winter Wolf,"arctic, cave, forest, grassland",,Wolf Winter,"The arctic-dwelling **winter wolf** is as large as a dire wolf but has snow-white fur and pale blue eyes. Frost giants use these evil creatures as guards and hunting companions, putting the wolves' deadly breath weapon to use against their foes. Winter wolves communicate with one another using growls and barks, but they speak Common and Giant well enough to follow simple conversation.",,"Basic Rules v1: 50, Monster Manual: 340, SRD 5.1: 392"
Witchlight,,,Witchlight,,,Tome of Beasts: 409
Wolf,"arctic, cave, forest, grassland",,Wolf,"**Wolves** are found in subarctic and temperate regions of the world, running in packs through hills and forests.",,"Basic Rules v1: 50, Monster Manual: 341, Player's Handbook: 311, SRD 5.1: 393"
Wolf Reaver Dwarf,,,Wolf Reaver Dwarf,,,Tome of Beasts: 426
Wolf Spirit Swarm,,,Wolf Spirit Swarm,,,Tome of Beasts: 377
Worg,"arctic, cave, forest, grassland",,Worg,"A **worg** is an evil predator that delights in hunting and devouring creatures weaker than itself. Cunning and malevolent, worgs roam across the remote wilderness or are raised by goblins and hobgoblins. Those creatures use worgs as mounts, but a worg will turn on its rider if it feels mistreated or malnourished. Worgs speak in their own language and Goblin, and a few learn to speak Common as well.",,"Basic Rules v1: 51, Monster Manual: 341, SRD 5.1: 393"
Wormhearted Suffragan,,,Wormhearted Suffragan,,,Tome of Beasts: 410
Wraith,"dungeon, ruins, swamp, urban",,Wraith,,,"Monster Manual: 302, SRD 5.1: 355"
Wyvern,"arctic, coast, grassland",,Wyvern,,,"Basic Rules v1: 51, HotDQ supplement: 23, Monster Manual: 303, SRD 5.1: 356"
Xanka,,,Xanka,,,Tome of Beasts: 411
Xhkarsh,,,Xhkarsh,,,Tome of Beasts: 412
Xorn,"dungeon, planar, underground",,Xorn,,,"Monster Manual: 304, Princes of the Apocalypse Online Supplement v1.0: 38, SRD 5.1: 356"
Ychen Bannog,,,Ychen Bannog,,,Tome of Beasts: 413
Young Black Dragon,swamp,,Dragon Chromatic Black 3Young,,,"Monster Manual: 88, SRD 5.1: 281"
Young Blue Dragon,desert,,Dragon Chromatic Blue 3Young,,,"Monster Manual: 91, SRD 5.1: 283"
Young Brass Dragon,"cave, underground",,Dragon Metallic Brass 3Young,,,"Monster Manual: 105, SRD 5.1: 292"
Young Bronze Dragon,coast,,Dragon Metallic Bronze 3Young,,,"Monster Manual: 108, SRD 5.1: 295"
Young Cave Dragon,,,Dragon Other Cave 3Young,,,Tome of Beasts: 127
Young Copper Dragon,"cave, desert, grassland",,Dragon Metallic Copper 3Young,,,"Monster Manual: 112, SRD 5.1: 297"
Young Flame Dragon,,,Dragon Other Flame 3Young,,,Tome of Beasts: 130
Young Gold Dragon,"mountain, ruins",,Dragon Metallic Gold 3Young,,,"Monster Manual: 115, SRD 5.1: 300"
Young Green Dragon,forest,,Dragon Chromatic Green 3Young,,,"Basic Rules v1: 52, Monster Manual: 94, SRD 5.1: 285"
Young Mithral Dragon,,,Dragon Other Mithral 3Young,,,Tome of Beasts: 134
Young Red Dragon,mountain,,Dragon Chromatic Red 3Young,,,"Monster Manual: 98, Princes of the Apocalypse Online Supplement v1.0: 38, SRD 5.1: 288"
Young Sea Dragon,,,Dragon Other Sea 3Young,,,Tome of Beasts: 136
Young Silver Dragon,"arctic, mountain",,Dragon Metallic Silver 3Young,,,"Monster Manual: 118, SRD 5.1: 303"
Young Spinosaurus,,,Dinosaur Spinosaurus Young,,,Tome of Beasts: 117
Young Void Dragon,,,Dragon Other Void 3Young,,,Tome of Beasts: 140
Young White Dragon,"arctic, cave, underground",,Dragon Chromatic White 3Young,,,"Monster Manual: 101, SRD 5.1: 290"
Young Wind Dragon,,,Dragon Other Wind 3Young,,,Tome of Beasts: 144
Zanskaran Viper,,,Snake Zanskaran Viper,,,Tome of Beasts: 354
Zaratan,,,Zaratan,,,Tome of Beasts: 414
Zimwi,,,Zimwi,,,Tome of Beasts: 415
Zmey,,,Zmey,,,Tome of Beasts: 416
Zmey Headling,,,Zmey Headling,,,Tome of Beasts: 417
Zombie,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",,Zombie,"**Zombies** are corpses imbued with a semblance of life, retaining no vestige of their former selves.",,"Basic Rules v1: 52, Monster Manual: 316, Player's Handbook: 311, SRD 5.1: 356"
